Model,Purchasing Year,Post ODO,Warranty Type,Symptom Code,Damage Code,Related Parts,Related Parts Quantity,Repair Location,Estimated Amount,Labor Hours,Sublet Code,Sublet Amount,Prior ODO,Authorized By,Dealer Code,Warrenty Status,ReasonCode,Generation Logic
MAZDA_CX_5,2023,86750,A,15,9E,"['T01', 'L01']","[1, 2]",['F01'],613.07,2.4,"['', 'C1']",0,86694,W,D086,A,ACP,"MAZDA_CX_5 purchased in 2023; 15 leads to 9E; ['T01', 'L01'] used in ['F01']; ODO 86694->86750 logically increases"
MAZDA_CX_70,2025,131744,A,13,81,"['T01', 'B01']","[1, 2]",['F02'],2240.21,9.4,"['F1', '']",187.02,131330,C,D067,R,NPF,"MAZDA_CX_70 purchased in 2025; 13 leads to 81; ['T01', 'B01'] used in ['F02']; ODO 131330->131744 logically increases"
MAZDA3_SEDAN,2023,120100,P,07,8W,['L01'],[1],['H01'],950.71,2.2,"['C1', 'B5']",127.51,119933,W,D049,A,ACP,MAZDA3_SEDAN purchased in 2023; 07 leads to 8W; ['L01'] used in ['H01']; ODO 119933->120100 logically increases
MAZDA_MX_5_MIATA_RF,2016,55238,A,53,8W,['S01'],[1],['F01'],2139.72,9.3,['D1'],274.81,54977,T,D144,R,ATH,MAZDA_MX_5_MIATA_RF purchased in 2016; 53 leads to 8W; ['S01'] used in ['F01']; ODO 54977->55238 logically increases
MAZDA_CX_70,2025,11261,K,54,9E,['T01'],[2],"['H05', 'F01']",2248.26,5,"['F1', 'C1']",357.04,10830,W,D140,R,MSC,"MAZDA_CX_70 purchased in 2025; 54 leads to 9E; ['T01'] used in ['H05', 'F01']; ODO 10830->11261 logically increases"
MAZDA3_HATCHBACK,2022,98895,P,44,9D,['L01'],[1],"['N01', 'F01']",1632.92,6,"['B5', 'F1']",447.73,98639,W,D124,A,ACP,"MAZDA3_HATCHBACK purchased in 2022; 44 leads to 9D; ['L01'] used in ['N01', 'F01']; ODO 98639->98895 logically increases"
MAZDA_CX_90_PHEV,2023,147283,A,44,9E,['S01'],[1],['F01'],2350.08,6.5,"['F1', 'K1']",245.34,147089,T,D078,A,ACP,MAZDA_CX_90_PHEV purchased in 2023; 44 leads to 9E; ['S01'] used in ['F01']; ODO 147089->147283 logically increases
MAZDA_CX_30,2023,86247,A,41,9F,['H01'],[2],['F02'],2118.09,6.7,['D1'],375.43,86060,W,D070,R,SUB,MAZDA_CX_30 purchased in 2023; 41 leads to 9F; ['H01'] used in ['F02']; ODO 86060->86247 logically increases
MAZDA_CX_70_PHEV,2024,62686,P,05,8Z,['E02'],[2],['H05'],2183.4,9.5,"['K1', 'A1']",150.71,62279,C,D063,A,ACP,MAZDA_CX_70_PHEV purchased in 2024; 05 leads to 8Z; ['E02'] used in ['H05']; ODO 62279->62686 logically increases
MAZDA_CX_50_HYBRID,2025,121526,R,78,8Z,['H01'],[2],['W01'],1699.36,2.9,"['C1', 'K1']",43.35,121413,W,D006,A,ACP,MAZDA_CX_50_HYBRID purchased in 2025; 78 leads to 8Z; ['H01'] used in ['W01']; ODO 121413->121526 logically increases
MAZDA_MX_5_MIATA_RF,2023,147658,A,94,9E,['E01'],[1],['P01'],725.57,5.7,['B5'],230.69,147494,W,D032,R,QTY,MAZDA_MX_5_MIATA_RF purchased in 2023; 94 leads to 9E; ['E01'] used in ['P01']; ODO 147494->147658 logically increases
MAZDA3_HATCHBACK,2005,32313,P,35,9D,"['T01', 'B01']","[2, 2]",['F01'],2257.64,9.6,['E9'],250.39,32014,W,D091,A,ACP,"MAZDA3_HATCHBACK purchased in 2005; 35 leads to 9D; ['T01', 'B01'] used in ['F01']; ODO 32014->32313 logically increases"
MAZDA3_SEDAN,2020,27724,K,68,81,"['L01', 'E02']","[1, 2]","['N01', 'W01']",269.79,6.1,[''],0,27316,C,D052,R,TSB,"MAZDA3_SEDAN purchased in 2020; 68 leads to 81; ['L01', 'E02'] used in ['N01', 'W01']; ODO 27316->27724 logically increases"
MAZDA3_SEDAN,2025,7329,R,94,9E,"['E02', 'H01']","[2, 1]","['N01', 'H05']",225.33,1.3,['D1'],169.74,6940,C,D032,R,DUP,"MAZDA3_SEDAN purchased in 2025; 94 leads to 9E; ['E02', 'H01'] used in ['N01', 'H05']; ODO 6940->7329 logically increases"
MAZDA3_HATCHBACK,2013,130965,R,17,9E,"['L01', 'E02']","[1, 1]",['W01'],1264.87,8.2,"['E9', 'K1']",477.58,130517,T,D058,A,ACP,"MAZDA3_HATCHBACK purchased in 2013; 17 leads to 9E; ['L01', 'E02'] used in ['W01']; ODO 130517->130965 logically increases"
MAZDA_CX_70,2024,54981,A,36,9F,['T01'],[1],['H01'],2080.25,7.7,"['', 'E9']",0,54754,C,D058,R,SUB,MAZDA_CX_70 purchased in 2024; 36 leads to 9F; ['T01'] used in ['H01']; ODO 54754->54981 logically increases
MAZDA_CX_30,2024,18105,R,10,9C,"['S01', 'E01']","[1, 2]","['H01', 'W01']",2352.67,1.7,"['K1', 'D1']",52.81,17776,T,D102,R,DUP,"MAZDA_CX_30 purchased in 2024; 10 leads to 9C; ['S01', 'E01'] used in ['H01', 'W01']; ODO 17776->18105 logically increases"
MAZDA3_HATCHBACK,2014,108430,R,97,8Z,"['T01', 'S01']","[2, 1]","['W01', 'P01']",751.22,6.4,['E9'],296.76,108324,C,D089,R,DUP,"MAZDA3_HATCHBACK purchased in 2014; 97 leads to 8Z; ['T01', 'S01'] used in ['W01', 'P01']; ODO 108324->108430 logically increases"
MAZDA_CX_70_PHEV,2025,112955,P,92,9F,['S01'],[1],['P01'],935.34,9.7,"['B5', 'C1']",179.41,112898,W,D021,R,MSC,MAZDA_CX_70_PHEV purchased in 2025; 92 leads to 9F; ['S01'] used in ['P01']; ODO 112898->112955 logically increases
MAZDA3_HATCHBACK,2003,63181,R,58,8Z,['B01'],[2],"['F01', 'F02']",897.12,1.6,"['D1', 'B5']",96.08,63046,T,D085,A,ACP,"MAZDA3_HATCHBACK purchased in 2003; 58 leads to 8Z; ['B01'] used in ['F01', 'F02']; ODO 63046->63181 logically increases"
MAZDA_CX_90_PHEV,2024,20008,A,11,9C,"['E01', 'B01']","[2, 1]","['F01', 'F02']",2114.87,3.8,"['A1', 'F1']",457.62,19630,T,D009,R,BRV,"MAZDA_CX_90_PHEV purchased in 2024; 11 leads to 9C; ['E01', 'B01'] used in ['F01', 'F02']; ODO 19630->20008 logically increases"
MAZDA_CX_30,2024,60004,A,04,9F,"['L01', 'H01']","[1, 2]","['N01', 'P01']",1822.25,1.2,['A1'],266.23,59910,W,D012,A,ACP,"MAZDA_CX_30 purchased in 2024; 04 leads to 9F; ['L01', 'H01'] used in ['N01', 'P01']; ODO 59910->60004 logically increases"
MAZDA_CX_5,2024,64700,P,29,9B,['T01'],[2],['P01'],682.59,7.8,"['K1', 'A1']",251.45,64412,C,D077,R,WEX,MAZDA_CX_5 purchased in 2024; 29 leads to 9B; ['T01'] used in ['P01']; ODO 64412->64700 logically increases
MAZDA3_SEDAN,2021,65096,R,49,9F,['E01'],[1],"['P01', 'H05']",1196.96,7.1,['A1'],231.26,64996,W,D070,A,ACP,"MAZDA3_SEDAN purchased in 2021; 49 leads to 9F; ['E01'] used in ['P01', 'H05']; ODO 64996->65096 logically increases"
MAZDA_CX_50_HYBRID,2025,27431,K,26,9D,['T01'],[1],['H01'],2205.48,5.5,"['B5', 'K1']",383.07,27088,C,D044,A,ACP,MAZDA_CX_50_HYBRID purchased in 2025; 26 leads to 9D; ['T01'] used in ['H01']; ODO 27088->27431 logically increases
MAZDA_CX_70_PHEV,2024,69915,P,89,8W,['E02'],[1],"['P01', 'N01']",281.99,8.7,['C1'],295.51,69686,W,D074,R,TML,"MAZDA_CX_70_PHEV purchased in 2024; 89 leads to 8W; ['E02'] used in ['P01', 'N01']; ODO 69686->69915 logically increases"
MAZDA_CX_30,2023,75967,R,71,9A,['L01'],[1],['F02'],1168.95,7.9,"['K1', '']",258.57,75633,T,D136,R,NPF,MAZDA_CX_30 purchased in 2023; 71 leads to 9A; ['L01'] used in ['F02']; ODO 75633->75967 logically increases
MAZDA_CX_90,2025,46006,R,34,8W,"['B01', 'H01']","[2, 1]","['N01', 'H01']",687.84,8.9,['E9'],93.43,45566,C,D063,A,ACP,"MAZDA_CX_90 purchased in 2025; 34 leads to 8W; ['B01', 'H01'] used in ['N01', 'H01']; ODO 45566->46006 logically increases"
MAZDA_CX_70,2024,85712,P,06,9D,"['T01', 'E02']","[2, 1]","['W01', 'H05']",2352.58,1.6,['K1'],71.67,85271,W,D015,A,ACP,"MAZDA_CX_70 purchased in 2024; 06 leads to 9D; ['T01', 'E02'] used in ['W01', 'H05']; ODO 85271->85712 logically increases"
MAZDA_CX_90_PHEV,2025,22438,K,73,9B,['L01'],[2],"['W01', 'F02']",444.42,4.9,"['E9', 'A1']",259.1,22354,T,D046,A,ACP,"MAZDA_CX_90_PHEV purchased in 2025; 73 leads to 9B; ['L01'] used in ['W01', 'F02']; ODO 22354->22438 logically increases"
MAZDA3_SEDAN,2011,132723,R,69,81,"['L01', 'S01']","[1, 2]",['N01'],1384.07,8.6,['E9'],329.07,132597,W,D065,A,ACP,"MAZDA3_SEDAN purchased in 2011; 69 leads to 81; ['L01', 'S01'] used in ['N01']; ODO 132597->132723 logically increases"
MAZDA_CX_90,2023,106021,K,29,9F,"['S01', 'B01']","[1, 2]",['P01'],1622.55,1.1,"['K1', 'C1']",412.1,105727,C,D025,A,ACP,"MAZDA_CX_90 purchased in 2023; 29 leads to 9F; ['S01', 'B01'] used in ['P01']; ODO 105727->106021 logically increases"
MAZDA_CX_5,2025,39288,R,67,8W,['E01'],[1],['H05'],495.25,8.4,"['D1', 'A1']",259.21,38836,C,D051,R,WEX,MAZDA_CX_5 purchased in 2025; 67 leads to 8W; ['E01'] used in ['H05']; ODO 38836->39288 logically increases
MAZDA_CX_70_PHEV,2025,72274,A,75,8Z,"['B01', 'T01']","[1, 2]","['F02', 'H01']",518.82,7.6,"['', 'K1']",0,71970,T,D131,A,ACP,"MAZDA_CX_70_PHEV purchased in 2025; 75 leads to 8Z; ['B01', 'T01'] used in ['F02', 'H01']; ODO 71970->72274 logically increases"
MAZDA_MX_5_MIATA,2001,88486,A,14,81,['B01'],[1],['H01'],647.7,2.9,"['A1', '']",57.11,88346,W,D128,A,ACP,MAZDA_MX_5_MIATA purchased in 2001; 14 leads to 81; ['B01'] used in ['H01']; ODO 88346->88486 logically increases
MAZDA3_HATCHBACK,2025,77573,P,53,9E,['E01'],[2],"['P01', 'W01']",2301.32,8.9,['C1'],50.29,77521,T,D135,A,ACP,"MAZDA3_HATCHBACK purchased in 2025; 53 leads to 9E; ['E01'] used in ['P01', 'W01']; ODO 77521->77573 logically increases"
MAZDA_MX_5_MIATA_RF,2016,88103,K,69,9A,"['H01', 'L01']","[1, 2]","['F01', 'H05']",1977.47,4.8,['F1'],465.12,87646,W,D065,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2016; 69 leads to 9A; ['H01', 'L01'] used in ['F01', 'H05']; ODO 87646->88103 logically increases"
MAZDA_CX_90_PHEV,2025,87276,R,11,8W,['S01'],[2],['N01'],344.75,1.5,['K1'],283.19,86779,W,D088,R,DCO,MAZDA_CX_90_PHEV purchased in 2025; 11 leads to 8W; ['S01'] used in ['N01']; ODO 86779->87276 logically increases
MAZDA_CX_90_PHEV,2025,39543,K,72,8W,"['B01', 'T01']","[2, 1]","['H01', 'F02']",710.99,8.1,"['F1', 'B5']",395.37,39265,T,D053,R,RNT,"MAZDA_CX_90_PHEV purchased in 2025; 72 leads to 8W; ['B01', 'T01'] used in ['H01', 'F02']; ODO 39265->39543 logically increases"
MAZDA_CX_90_PHEV,2024,72424,A,32,9B,"['L01', 'E02']","[2, 1]","['N01', 'W01']",120.59,9.3,"['', 'F1']",0,72040,W,D090,A,ACP,"MAZDA_CX_90_PHEV purchased in 2024; 32 leads to 9B; ['L01', 'E02'] used in ['N01', 'W01']; ODO 72040->72424 logically increases"
MAZDA_CX_50,2024,121722,K,96,8W,['T01'],[1],"['H01', 'F02']",541.99,8,['K1'],239.75,121535,T,D013,R,PID,"MAZDA_CX_50 purchased in 2024; 96 leads to 8W; ['T01'] used in ['H01', 'F02']; ODO 121535->121722 logically increases"
MAZDA_CX_70,2024,46460,K,85,9F,"['E02', 'E01']","[2, 1]","['H01', 'W01']",1231.27,4.9,['F1'],305.86,46127,C,D073,A,ACP,"MAZDA_CX_70 purchased in 2024; 85 leads to 9F; ['E02', 'E01'] used in ['H01', 'W01']; ODO 46127->46460 logically increases"
MAZDA_CX_70_PHEV,2025,7540,A,37,9D,['S01'],[2],"['P01', 'W01']",2359.79,2.1,[''],0,7339,T,D075,A,ACP,"MAZDA_CX_70_PHEV purchased in 2025; 37 leads to 9D; ['S01'] used in ['P01', 'W01']; ODO 7339->7540 logically increases"
MAZDA_CX_30,2020,77728,K,63,9C,['S01'],[1],['H01'],2421.34,0.9,['A1'],38.61,77257,W,D024,R,PGM,MAZDA_CX_30 purchased in 2020; 63 leads to 9C; ['S01'] used in ['H01']; ODO 77257->77728 logically increases
MAZDA_CX_50,2024,69698,K,63,9C,"['B01', 'T01']","[2, 2]","['F02', 'N01']",2063.7,4.6,['K1'],88.63,69609,C,D078,R,LOP,"MAZDA_CX_50 purchased in 2024; 63 leads to 9C; ['B01', 'T01'] used in ['F02', 'N01']; ODO 69609->69698 logically increases"
MAZDA_MX_5_MIATA,1992,132892,K,75,9E,['E01'],[2],"['H05', 'H01']",1128.53,7,['B5'],345.43,132611,C,D111,R,SUB,"MAZDA_MX_5_MIATA purchased in 1992; 75 leads to 9E; ['E01'] used in ['H05', 'H01']; ODO 132611->132892 logically increases"
MAZDA_CX_5,2025,29132,R,90,9D,"['T01', 'L01']","[2, 2]","['P01', 'F01']",1214.51,4.6,['D1'],151.39,28757,T,D056,R,MSC,"MAZDA_CX_5 purchased in 2025; 90 leads to 9D; ['T01', 'L01'] used in ['P01', 'F01']; ODO 28757->29132 logically increases"
MAZDA_CX_90_PHEV,2024,25403,A,40,9C,"['B01', 'T01']","[1, 1]","['W01', 'N01']",2448.15,6.9,['K1'],482.28,25300,C,D147,R,DUP,"MAZDA_CX_90_PHEV purchased in 2024; 40 leads to 9C; ['B01', 'T01'] used in ['W01', 'N01']; ODO 25300->25403 logically increases"
MAZDA_CX_90_PHEV,2024,70950,A,42,9C,"['L01', 'H01']","[2, 1]",['W01'],534.86,3.4,"['', 'A1']",0,70756,T,D079,R,PGM,"MAZDA_CX_90_PHEV purchased in 2024; 42 leads to 9C; ['L01', 'H01'] used in ['W01']; ODO 70756->70950 logically increases"
MAZDA_CX_5,2021,44288,P,75,8W,"['L01', 'E01']","[1, 2]","['P01', 'H01']",2261.33,3.1,['D1'],274.32,44231,T,D070,R,BAT,"MAZDA_CX_5 purchased in 2021; 75 leads to 8W; ['L01', 'E01'] used in ['P01', 'H01']; ODO 44231->44288 logically increases"
MAZDA_CX_90_PHEV,2024,99222,K,33,9D,['T01'],[2],"['F01', 'H05']",754.04,5.5,['C1'],255.51,99052,W,D045,R,WEX,"MAZDA_CX_90_PHEV purchased in 2024; 33 leads to 9D; ['T01'] used in ['F01', 'H05']; ODO 99052->99222 logically increases"
MAZDA_CX_90,2025,126624,R,69,9F,['H01'],[1],['F02'],642.49,7.3,['B5'],154.18,126124,W,D029,R,DUP,MAZDA_CX_90 purchased in 2025; 69 leads to 9F; ['H01'] used in ['F02']; ODO 126124->126624 logically increases
MAZDA3_SEDAN,2006,140944,K,73,8Z,['T01'],[2],['H05'],2494.8,3.2,"['B5', 'F1']",92.93,140515,C,D010,A,ACP,MAZDA3_SEDAN purchased in 2006; 73 leads to 8Z; ['T01'] used in ['H05']; ODO 140515->140944 logically increases
MAZDA_MX_5_MIATA,2013,13530,P,35,9A,['S01'],[1],"['N01', 'P01']",2072.19,3.4,['C1'],71.17,13323,C,D017,A,ACP,"MAZDA_MX_5_MIATA purchased in 2013; 35 leads to 9A; ['S01'] used in ['N01', 'P01']; ODO 13323->13530 logically increases"
MAZDA_CX_90,2024,98591,A,74,9D,['T01'],[1],"['H01', 'N01']",1256.71,2.3,"['E9', 'F1']",482.58,98137,C,D127,R,BAT,"MAZDA_CX_90 purchased in 2024; 74 leads to 9D; ['T01'] used in ['H01', 'N01']; ODO 98137->98591 logically increases"
MAZDA_MX_5_MIATA_RF,2025,111643,A,43,9D,['B01'],[1],['H05'],1445.95,6,['B5'],257.98,111593,C,D106,R,TML,MAZDA_MX_5_MIATA_RF purchased in 2025; 43 leads to 9D; ['B01'] used in ['H05']; ODO 111593->111643 logically increases
MAZDA_CX_50,2025,90382,K,17,8W,"['B01', 'E02']","[1, 2]","['N01', 'W01']",338.35,4.4,['F1'],316.38,90094,C,D081,R,NPF,"MAZDA_CX_50 purchased in 2025; 17 leads to 8W; ['B01', 'E02'] used in ['N01', 'W01']; ODO 90094->90382 logically increases"
MAZDA3_HATCHBACK,2010,29696,A,12,81,"['E01', 'B01']","[2, 1]","['P01', 'F01']",304.69,5.8,[''],0,29248,C,D122,A,ACP,"MAZDA3_HATCHBACK purchased in 2010; 12 leads to 81; ['E01', 'B01'] used in ['P01', 'F01']; ODO 29248->29696 logically increases"
MAZDA3_HATCHBACK,2011,91967,R,68,9D,['S01'],[1],"['P01', 'F01']",1431.43,6.9,['K1'],286.67,91753,C,D082,A,ACP,"MAZDA3_HATCHBACK purchased in 2011; 68 leads to 9D; ['S01'] used in ['P01', 'F01']; ODO 91753->91967 logically increases"
MAZDA3_HATCHBACK,2004,132223,R,83,81,['L01'],[1],"['F01', 'N01']",1642.01,9,"['K1', '']",57.52,131881,T,D034,R,FIN,"MAZDA3_HATCHBACK purchased in 2004; 83 leads to 81; ['L01'] used in ['F01', 'N01']; ODO 131881->132223 logically increases"
MAZDA3_SEDAN,2013,50220,A,80,8W,['S01'],[1],"['H01', 'N01']",804.7,3.4,['E9'],304.34,49802,W,D063,A,ACP,"MAZDA3_SEDAN purchased in 2013; 80 leads to 8W; ['S01'] used in ['H01', 'N01']; ODO 49802->50220 logically increases"
MAZDA3_HATCHBACK,2006,84257,K,70,9F,['L01'],[2],"['P01', 'H05']",1116.1,3.5,"['A1', 'K1']",84.42,83902,W,D077,R,TML,"MAZDA3_HATCHBACK purchased in 2006; 70 leads to 9F; ['L01'] used in ['P01', 'H05']; ODO 83902->84257 logically increases"
MAZDA_CX_90_PHEV,2025,87676,R,23,9C,['B01'],[1],"['W01', 'F01']",267.7,2.5,"['K1', 'E9']",272.07,87312,C,D053,R,FIN,"MAZDA_CX_90_PHEV purchased in 2025; 23 leads to 9C; ['B01'] used in ['W01', 'F01']; ODO 87312->87676 logically increases"
MAZDA_CX_70,2025,91145,P,24,9F,"['T01', 'B01']","[1, 1]",['H01'],2442.58,1.3,['A1'],449.35,90651,W,D144,A,ACP,"MAZDA_CX_70 purchased in 2025; 24 leads to 9F; ['T01', 'B01'] used in ['H01']; ODO 90651->91145 logically increases"
MAZDA_CX_70,2025,133822,K,81,81,"['E01', 'L01']","[2, 2]","['H01', 'F02']",2451.26,8.1,"['K1', 'A1']",376.59,133375,T,D096,A,ACP,"MAZDA_CX_70 purchased in 2025; 81 leads to 81; ['E01', 'L01'] used in ['H01', 'F02']; ODO 133375->133822 logically increases"
MAZDA_MX_5_MIATA_RF,2023,76030,A,45,8W,"['S01', 'B01']","[1, 1]","['H05', 'P01']",154.25,0.6,"['', 'K1']",0,75628,W,D121,R,BAT,"MAZDA_MX_5_MIATA_RF purchased in 2023; 45 leads to 8W; ['S01', 'B01'] used in ['H05', 'P01']; ODO 75628->76030 logically increases"
MAZDA3_SEDAN,2004,68478,R,53,9A,['B01'],[1],"['H01', 'F01']",2331.54,7.7,['D1'],175.82,68202,W,D071,R,WEX,"MAZDA3_SEDAN purchased in 2004; 53 leads to 9A; ['B01'] used in ['H01', 'F01']; ODO 68202->68478 logically increases"
MAZDA_CX_5,2021,113567,A,71,9B,"['E01', 'B01']","[1, 2]",['H05'],297.88,4,['C1'],481.35,113140,C,D022,R,CMP,"MAZDA_CX_5 purchased in 2021; 71 leads to 9B; ['E01', 'B01'] used in ['H05']; ODO 113140->113567 logically increases"
MAZDA_MX_5_MIATA,1995,131033,K,25,8Z,"['E01', 'H01']","[1, 2]","['F01', 'N01']",2189.41,5.9,['K1'],88.4,130589,T,D040,A,ACP,"MAZDA_MX_5_MIATA purchased in 1995; 25 leads to 8Z; ['E01', 'H01'] used in ['F01', 'N01']; ODO 130589->131033 logically increases"
MAZDA3_HATCHBACK,2024,102038,K,80,81,['E01'],[2],"['H01', 'W01']",1629.08,9,"['E9', 'F1']",305.46,101756,W,D083,R,DSA,"MAZDA3_HATCHBACK purchased in 2024; 80 leads to 81; ['E01'] used in ['H01', 'W01']; ODO 101756->102038 logically increases"
MAZDA_CX_30,2021,102402,P,94,9C,['B01'],[2],"['F02', 'H05']",342.29,0.8,"['B5', 'F1']",193.24,102187,T,D127,A,ACP,"MAZDA_CX_30 purchased in 2021; 94 leads to 9C; ['B01'] used in ['F02', 'H05']; ODO 102187->102402 logically increases"
MAZDA_CX_70_PHEV,2024,143582,R,56,9E,"['H01', 'E02']","[2, 2]","['H05', 'W01']",867.04,1.6,[''],0,143190,W,D096,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 56 leads to 9E; ['H01', 'E02'] used in ['H05', 'W01']; ODO 143190->143582 logically increases"
MAZDA_CX_90,2025,74700,A,52,9A,['E02'],[1],['P01'],2439.99,4.9,['A1'],321.39,74413,C,D113,R,CMP,MAZDA_CX_90 purchased in 2025; 52 leads to 9A; ['E02'] used in ['P01']; ODO 74413->74700 logically increases
MAZDA3_SEDAN,2017,27465,A,93,9B,"['B01', 'E02']","[1, 1]","['H01', 'H05']",1353.56,3.9,"['B5', 'C1']",169.58,26966,C,D103,A,ACP,"MAZDA3_SEDAN purchased in 2017; 93 leads to 9B; ['B01', 'E02'] used in ['H01', 'H05']; ODO 26966->27465 logically increases"
MAZDA3_SEDAN,2006,144205,A,33,9E,['L01'],[1],['F02'],1032.72,1.5,['F1'],403.01,144018,W,D150,R,NPF,MAZDA3_SEDAN purchased in 2006; 33 leads to 9E; ['L01'] used in ['F02']; ODO 144018->144205 logically increases
MAZDA_CX_30,2023,125272,A,20,9A,"['H01', 'B01']","[2, 1]","['H01', 'N01']",2057.81,2.1,['B5'],71.06,124964,W,D131,R,DCO,"MAZDA_CX_30 purchased in 2023; 20 leads to 9A; ['H01', 'B01'] used in ['H01', 'N01']; ODO 124964->125272 logically increases"
MAZDA_CX_70_PHEV,2025,80632,R,94,9C,['E02'],[1],"['N01', 'F01']",2344.56,8.1,['D1'],24.02,80405,T,D112,A,ACP,"MAZDA_CX_70_PHEV purchased in 2025; 94 leads to 9C; ['E02'] used in ['N01', 'F01']; ODO 80405->80632 logically increases"
MAZDA_CX_50_HYBRID,2025,142863,P,42,8W,"['E01', 'E02']","[1, 1]","['F02', 'H05']",259.59,2.8,['F1'],329.72,142807,T,D121,A,ACP,"MAZDA_CX_50_HYBRID purchased in 2025; 42 leads to 8W; ['E01', 'E02'] used in ['F02', 'H05']; ODO 142807->142863 logically increases"
MAZDA_CX_90,2024,10633,K,41,9D,['S01'],[2],['W01'],309.54,6.2,"['A1', '']",149.91,10239,T,D068,A,ACP,MAZDA_CX_90 purchased in 2024; 41 leads to 9D; ['S01'] used in ['W01']; ODO 10239->10633 logically increases
MAZDA3_SEDAN,2009,35993,R,87,8W,"['B01', 'H01']","[2, 2]",['F01'],1428.49,3,"['K1', 'A1']",353.28,35726,C,D029,A,ACP,"MAZDA3_SEDAN purchased in 2009; 87 leads to 8W; ['B01', 'H01'] used in ['F01']; ODO 35726->35993 logically increases"
MAZDA_MX_5_MIATA,2022,9169,A,23,9D,"['E01', 'S01']","[1, 2]","['N01', 'F02']",512.68,3.3,['C1'],255.93,8842,T,D084,R,RNT,"MAZDA_MX_5_MIATA purchased in 2022; 23 leads to 9D; ['E01', 'S01'] used in ['N01', 'F02']; ODO 8842->9169 logically increases"
MAZDA_CX_70,2025,19732,P,27,9E,"['L01', 'T01']","[1, 2]",['W01'],1343,4.8,"['', 'A1']",0,19681,T,D039,R,CMP,"MAZDA_CX_70 purchased in 2025; 27 leads to 9E; ['L01', 'T01'] used in ['W01']; ODO 19681->19732 logically increases"
MAZDA_CX_5,2012,6581,A,66,9A,['H01'],[1],"['H01', 'F01']",1463.62,5.4,"['E9', '']",435.65,6292,C,D059,R,TML,"MAZDA_CX_5 purchased in 2012; 66 leads to 9A; ['H01'] used in ['H01', 'F01']; ODO 6292->6581 logically increases"
MAZDA_CX_70,2025,102114,A,62,8Z,['E02'],[1],"['F02', 'F01']",1838.41,6.1,"['A1', 'D1']",67.35,102055,W,D108,A,ACP,"MAZDA_CX_70 purchased in 2025; 62 leads to 8Z; ['E02'] used in ['F02', 'F01']; ODO 102055->102114 logically increases"
MAZDA_CX_5,2025,6682,A,16,9D,['T01'],[1],"['W01', 'N01']",1349.54,1.1,"['D1', 'K1']",267.9,6299,T,D026,A,ACP,"MAZDA_CX_5 purchased in 2025; 16 leads to 9D; ['T01'] used in ['W01', 'N01']; ODO 6299->6682 logically increases"
MAZDA_CX_50,2023,84842,R,25,8Z,['T01'],[1],"['F02', 'P01']",1994.55,5.4,['A1'],492.98,84379,C,D040,A,ACP,"MAZDA_CX_50 purchased in 2023; 25 leads to 8Z; ['T01'] used in ['F02', 'P01']; ODO 84379->84842 logically increases"
MAZDA_CX_70,2024,142844,R,05,9A,['B01'],[1],['H01'],628.72,3.6,"['A1', 'E9']",355.4,142397,W,D138,R,CMP,MAZDA_CX_70 purchased in 2024; 05 leads to 9A; ['B01'] used in ['H01']; ODO 142397->142844 logically increases
MAZDA_CX_30,2020,40464,P,30,9F,"['L01', 'S01']","[1, 1]",['H05'],1367.74,6.4,['B5'],319.75,40289,W,D147,A,ACP,"MAZDA_CX_30 purchased in 2020; 30 leads to 9F; ['L01', 'S01'] used in ['H05']; ODO 40289->40464 logically increases"
MAZDA3_SEDAN,2003,86813,A,42,9C,['H01'],[2],"['P01', 'F01']",1187.73,6.8,['B5'],411.23,86722,T,D105,A,ACP,"MAZDA3_SEDAN purchased in 2003; 42 leads to 9C; ['H01'] used in ['P01', 'F01']; ODO 86722->86813 logically increases"
MAZDA_CX_50,2025,69883,R,75,9F,['S01'],[1],['N01'],2022.63,4.2,"['B5', 'E9']",147.21,69826,W,D090,R,TSB,MAZDA_CX_50 purchased in 2025; 75 leads to 9F; ['S01'] used in ['N01']; ODO 69826->69883 logically increases
MAZDA_MX_5_MIATA,2010,135759,A,47,9B,['H01'],[2],"['F01', 'F02']",2214.3,3.5,['B5'],160.63,135518,W,D028,A,ACP,"MAZDA_MX_5_MIATA purchased in 2010; 47 leads to 9B; ['H01'] used in ['F01', 'F02']; ODO 135518->135759 logically increases"
MAZDA_CX_70_PHEV,2025,100172,K,40,9B,"['B01', 'E02']","[1, 1]",['H05'],1614.83,9.9,[''],0,99909,T,D033,R,BAT,"MAZDA_CX_70_PHEV purchased in 2025; 40 leads to 9B; ['B01', 'E02'] used in ['H05']; ODO 99909->100172 logically increases"
MAZDA_MX_5_MIATA_RF,2016,137317,A,75,9B,['T01'],[2],['W01'],992.87,1.6,"['C1', 'D1']",259.65,136820,W,D131,A,ACP,MAZDA_MX_5_MIATA_RF purchased in 2016; 75 leads to 9B; ['T01'] used in ['W01']; ODO 136820->137317 logically increases
MAZDA_MX_5_MIATA_RF,2020,136269,P,09,8W,['S01'],[2],['P01'],522.61,9.2,['F1'],38.97,135945,T,D018,A,ACP,MAZDA_MX_5_MIATA_RF purchased in 2020; 09 leads to 8W; ['S01'] used in ['P01']; ODO 135945->136269 logically increases
